1000;8335
1000;8067
1000;8224
1000;8783
1000;8276
1000;7882
1000;8168
1000;7960
1000;7784
1000;8667
2000;15964
2000;17046
2000;16603
2000;15157
2000;16929
2000;16341
2000;16883
2000;16899
2000;16843
2000;16826
3000;25110
3000;25487
3000;25165
3000;26032
3000;25347
3000;27070
3000;26138
3000;22518
3000;25424
3000;25763
4000;34111
4000;34684
4000;34262
4000;34924
4000;35499
4000;34561
4000;34461
4000;34385
4000;34352
4000;34618
5000;43404
5000;43269
5000;44333
5000;39338
5000;41883
5000;42442
5000;43425
5000;43399
5000;41314
5000;42414
6000;53133
6000;53690
6000;51584
6000;53031
6000;52425
6000;52827
6000;50367
6000;51697
6000;51867
6000;52082
7000;59880
7000;61164
7000;61229
7000;59243
7000;59000
7000;61836
7000;60982
7000;60349
7000;57694
7000;61265
8000;63382
8000;71278
8000;68889
8000;68800
8000;69201
8000;71554
8000;70697
8000;71657
8000;68977
8000;70127
9000;70911
9000;78672
9000;78955
9000;79417
9000;79200
9000;76685
9000;78267
9000;81594
9000;78940
9000;78471
10000;87992
10000;86771
10000;88027
10000;77746
10000;88944
10000;86179
10000;86265
10000;88642
10000;87576
10000;86390
