100;0,0006878376007080078;6,4373016357421875e-06;2,6226043701171875e-06;1,6689300537109375e-06;5,245208740234375e-06;8,296966552734375e-05;6,9141387939453125e-06
100;0,0007562637329101562;6,67572021484375e-06;2,384185791015625e-06;2,86102294921875e-06;7,62939453125e-06;8,535385131835938e-05;1,0251998901367188e-05
100;0,0008573532104492188;6,9141387939453125e-06;4,291534423828125e-06;2,6226043701171875e-06;6,9141387939453125e-06;8,463859558105469e-05;6,67572021484375e-06
100;0,0008151531219482422;5,0067901611328125e-06;2,6226043701171875e-06;1,430511474609375e-06;4,76837158203125e-06;7,987022399902344e-05;6,67572021484375e-06
100;0,0006988048553466797;5,0067901611328125e-06;2,384185791015625e-06;1,9073486328125e-06;5,4836273193359375e-06;6,0558319091796875e-05;5,4836273193359375e-06
100;0,0008521080017089844;9,059906005859375e-06;5,245208740234375e-06;2,86102294921875e-06;1,1682510375976562e-05;8,702278137207031e-05;9,298324584960938e-06
100;0,0006089210510253906;5,245208740234375e-06;1,9073486328125e-06;2,384185791015625e-06;5,7220458984375e-06;9,703636169433594e-05;6,9141387939453125e-06
100;0,0007827281951904297;5,245208740234375e-06;1,9073486328125e-06;2,6226043701171875e-06;5,4836273193359375e-06;0,00011563301086425781;6,67572021484375e-06
100;0,0007717609405517578;1,0013580322265625e-05;2,384185791015625e-06;9,059906005859375e-06;1,0251998901367188e-05;8,392333984375e-05;1,0013580322265625e-05
100;0,0009527206420898438;6,4373016357421875e-06;3,814697265625e-06;2,6226043701171875e-06;7,867813110351562e-06;8,273124694824219e-05;6,9141387939453125e-06
200;0,0015120506286621094;6,4373016357421875e-06;3,0994415283203125e-06;1,6689300537109375e-06;1,9550323486328125e-05;0,00014543533325195312;7,3909759521484375e-06
200;0,0013761520385742188;6,4373016357421875e-06;3,337860107421875e-06;2,384185791015625e-06;6,4373016357421875e-06;0,00010609626770019531;6,198883056640625e-06
200;0,003011465072631836;7,152557373046875e-06;2,86102294921875e-06;2,86102294921875e-06;7,152557373046875e-06;0,00011038780212402344;7,867813110351562e-06
200;0,0015993118286132812;4,0531158447265625e-06;2,6226043701171875e-06;2,1457672119140625e-06;4,0531158447265625e-06;0,00010776519775390625;4,76837158203125e-06
200;0,0014274120330810547;1,239776611328125e-05;2,384185791015625e-06;1,430511474609375e-06;8,106231689453125e-06;0,00010585784912109375;8,344650268554688e-06
200;0,0015304088592529297;5,245208740234375e-06;2,6226043701171875e-06;2,1457672119140625e-06;5,245208740234375e-06;0,00013709068298339844;6,4373016357421875e-06
200;0,0015308856964111328;5,0067901611328125e-06;2,6226043701171875e-06;1,9073486328125e-06;4,76837158203125e-06;0,00011563301086425781;5,245208740234375e-06
200;0,001802682876586914;8,106231689453125e-06;2,384185791015625e-06;2,1457672119140625e-06;8,106231689453125e-06;0,00010585784912109375;8,344650268554688e-06
200;0,0014765262603759766;6,4373016357421875e-06;1,9073486328125e-06;2,384185791015625e-06;5,4836273193359375e-06;0,00011897087097167969;6,67572021484375e-06
200;0,0017514228820800781;5,9604644775390625e-06;3,337860107421875e-06;3,0994415283203125e-06;6,198883056640625e-06;0,00010776519775390625;6,4373016357421875e-06
300;0,002056598663330078;6,4373016357421875e-06;2,1457672119140625e-06;2,86102294921875e-06;9,775161743164062e-06;0,00017261505126953125;6,9141387939453125e-06
300;0,0021317005157470703;4,291534423828125e-06;3,0994415283203125e-06;3,0994415283203125e-06;5,245208740234375e-06;0,00015878677368164062;1,049041748046875e-05
300;0,0031452178955078125;6,4373016357421875e-06;2,86102294921875e-06;2,6226043701171875e-06;6,9141387939453125e-06;0,00021266937255859375;5,4836273193359375e-06
300;0,0017099380493164062;5,7220458984375e-06;3,0994415283203125e-06;2,384185791015625e-06;5,7220458984375e-06;0,00015807151794433594;6,198883056640625e-06
300;0,002148866653442383;9,298324584960938e-06;3,337860107421875e-06;1,9073486328125e-06;9,059906005859375e-06;0,00015926361083984375;1,0013580322265625e-05
300;0,0016388893127441406;6,67572021484375e-06;2,6226043701171875e-06;3,0994415283203125e-06;6,4373016357421875e-06;0,00015878677368164062;6,67572021484375e-06
300;0,0019330978393554688;5,245208740234375e-06;2,384185791015625e-06;3,0994415283203125e-06;4,76837158203125e-06;0,00015854835510253906;5,7220458984375e-06
300;0,0018491744995117188;4,291534423828125e-06;3,0994415283203125e-06;2,384185791015625e-06;4,291534423828125e-06;0,00018644332885742188;5,0067901611328125e-06
300;0,001978158950805664;6,9141387939453125e-06;2,6226043701171875e-06;1,6689300537109375e-06;6,4373016357421875e-06;0,0002181529998779297;8,344650268554688e-06
300;0,0021975040435791016;6,198883056640625e-06;3,814697265625e-06;2,384185791015625e-06;6,4373016357421875e-06;0,00015664100646972656;6,4373016357421875e-06
400;0,002634763717651367;6,4373016357421875e-06;5,9604644775390625e-06;2,6226043701171875e-06;6,4373016357421875e-06;0,00021028518676757812;6,4373016357421875e-06
400;0,002860546112060547;2,0503997802734375e-05;2,384185791015625e-06;4,291534423828125e-06;6,67572021484375e-06;0,00027108192443847656;7,62939453125e-06
400;0,0027952194213867188;5,245208740234375e-06;3,337860107421875e-06;3,337860107421875e-06;4,76837158203125e-06;0,0002124309539794922;5,4836273193359375e-06
400;0,002527475357055664;5,7220458984375e-06;3,5762786865234375e-06;3,0994415283203125e-06;6,198883056640625e-06;0,0003027915954589844;7,152557373046875e-06
400;0,0027506351470947266;8,821487426757812e-06;5,245208740234375e-06;2,1457672119140625e-06;8,58306884765625e-06;0,0002346038818359375;7,867813110351562e-06
