100;542;672;0.001260519027709961
200;1282;1544;0.002353668212890625
300;2107;2488;0.003937482833862305
400;2960;3488;0.007703542709350586
500;3865;4488;0.006655454635620117
600;4763;5576;0.009556293487548828
700;5756;6676;0.010843038558959961
800;6738;7776;0.013308286666870117
900;7698;8876;0.015664339065551758
1000;8714;9976;0.020192861557006836
1100;9750;11152;0.018908977508544922
1200;10766;12352;0.02187037467956543
1300;11834;13552;0.022650957107543945
1400;12933;14752;0.024129629135131836
1500;13975;15952;0.028221607208251953
1600;15079;17152;0.028125762939453125
1700;16121;18352;0.032888174057006836
1800;17242;19552;0.04264044761657715
1900;18304;20752;0.03462076187133789
2000;19360;21952;0.0379638671875
2100;20497;23204;0.04109072685241699
2200;21639;24504;0.042891740798950195
2300;22793;25804;0.06554484367370605
2400;23992;27104;0.04998040199279785
2500;25170;28404;0.04935622215270996
2600;26233;29704;0.053145408630371094
2700;27408;31004;0.05014491081237793
2800;28573;32304;0.053468942642211914
2900;29747;33604;0.05545401573181152
3000;30899;34904;0.06923246383666992
3100;32122;36204;0.06592202186584473
3200;33347;37504;0.0616450309753418
3300;34432;38804;0.06577157974243164
3400;35649;40104;0.06604957580566406
3500;36921;41404;0.06789326667785645
3600;38030;42704;0.07427239418029785
3700;39239;44004;0.09187889099121094
3800;40418;45304;0.08551430702209473
3900;41660;46604;0.08752775192260742
4000;42850;47904;0.08626127243041992
4100;44012;49208;0.09440016746520996
4200;45337;50608;0.08238792419433594
4300;46451;52008;0.08802580833435059
4400;47679;53408;0.09744834899902344
4500;49023;54808;0.09282994270324707
4600;50208;56208;0.09637260437011719
4700;51494;57608;0.10469484329223633
4800;52786;59008;0.14136743545532227
4900;53952;60408;0.1157996654510498
5000;55284;61808;0.14240097999572754
5100;56500;63208;0.1264021396636963
5200;57761;64608;0.1168057918548584
5300;59046;66008;0.13205456733703613
5400;60244;67408;0.12708830833435059
5500;61426;68808;0.12092304229736328
5600;62733;70208;0.13790059089660645
5700;64082;71608;0.1263749599456787
5800;65377;73008;0.12841320037841797
5900;66603;74408;0.1501786708831787
6000;67847;75808;0.12611865997314453
6100;69124;77208;0.13077855110168457
6200;70454;78608;0.16728472709655762
6300;71668;80008;0.14341402053833008
6400;73032;81408;0.15952181816101074
6500;74260;82808;0.18114495277404785
6600;75508;84208;0.16490697860717773
6700;76751;85608;0.14574503898620605
6800;78057;87008;0.15145659446716309
6900;79351;88408;0.17329812049865723
7000;80639;89808;0.1765437126159668
7100;81995;91208;0.15687346458435059
7200;83285;92608;0.15736699104309082
7300;84496;94008;0.16131353378295898
7400;85799;95408;0.20001578330993652
7500;87149;96808;0.20549583435058594
7600;88483;98208;0.1825695037841797
7700;89763;99608;0.17364859580993652
7800;91132;101008;0.182481050491333
7900;92353;102408;0.21969199180603027
8000;93676;103808;0.2240917682647705
8100;94913;105208;0.20221304893493652
8200;96297;106616;0.19564461708068848
8300;97518;108116;0.20237469673156738
8400;99015;109616;0.21662378311157227
8500;100324;111116;0.22793889045715332
8600;101608;112616;0.21367597579956055
8700;103023;114116;0.20985698699951172
8800;104349;115616;0.20320534706115723
8900;105623;117116;0.2313227653503418
9000;106943;118616;0.22857189178466797
9100;108344;120116;0.23710083961486816
9200;109664;121616;0.21533823013305664
9300;110967;123116;0.20988774299621582
9400;112402;124616;0.21153640747070312
9500;113742;126116;0.20203661918640137
9600;115025;127616;0.21329927444458008
9700;116421;129116;0.20729374885559082
9800;117658;130616;0.21027159690856934
9900;119007;132116;0.22089195251464844
10000;120444;133616;0.2490096092224121
