100;2607;2508;0.0016467571258544922
100;2534;2435;0.0017516613006591797
100;2602;2503;0.001775503158569336
100;2465;2366;0.002023935317993164
100;2725;2626;0.0018146038055419922
100;2678;2579;0.0016896724700927734
100;2412;2313;0.0017790794372558594
100;2829;2730;0.0018312931060791016
100;2411;2312;0.001558542251586914
100;2633;2534;0.001672983169555664
100;2505;2406;0.0017850399017333984
100;2555;2456;0.0017583370208740234
100;2692;2593;0.0018410682678222656
100;2403;2304;0.0015583038330078125
100;2512;2413;0.0016481876373291016
100;2645;2546;0.0017015933990478516
100;2888;2789;0.0019388198852539062
100;2735;2636;0.0018129348754882812
100;2591;2492;0.001641988754272461
100;2750;2651;0.0017399787902832031
100;2560;2461;0.0017137527465820312
100;2449;2350;0.0016727447509765625
100;2753;2654;0.001766204833984375
100;2586;2487;0.0016379356384277344
100;2625;2526;0.0017161369323730469
100;2693;2594;0.0018794536590576172
100;2486;2387;0.0017275810241699219
100;2469;2370;0.0016160011291503906
100;2655;2556;0.0017287731170654297
100;2664;2565;0.0019614696502685547
100;3047;2948;0.0019567012786865234
100;2471;2372;0.0015666484832763672
100;2399;2300;0.0015230178833007812
100;2541;2442;0.0041141510009765625
100;2685;2586;0.0017809867858886719
100;2634;2535;0.0017108917236328125
100;2766;2667;0.0017652511596679688
100;2482;2383;0.0016453266143798828
100;2737;2638;0.0018236637115478516
100;2832;2733;0.0018477439880371094
100;3007;2908;0.00189971923828125
100;2651;2552;0.001695871353149414
100;2546;2447;0.0017268657684326172
100;2540;2441;0.008878469467163086
100;2577;2478;0.0017855167388916016
100;2563;2464;0.002123117446899414
100;2608;2509;0.0016627311706542969
100;2908;2809;0.0020575523376464844
100;2558;2459;0.002399921417236328
100;2551;2452;0.0017960071563720703
200;10100;9901;0.0072858333587646484
200;11508;11309;0.008136510848999023
200;10743;10544;0.007517337799072266
200;10514;10315;0.007595539093017578
200;10759;10560;0.006990671157836914
200;10212;10013;0.007238626480102539
200;9848;9649;0.006673336029052734
200;11027;10828;0.0073854923248291016
200;9385;9186;0.006029844284057617
200;10111;9912;0.006654500961303711
200;10062;9863;0.0064983367919921875
200;10696;10497;0.0069293975830078125
200;10438;10239;0.00723576545715332
200;10190;9991;0.00786137580871582
200;9716;9517;0.00673985481262207
200;9067;8868;0.006659030914306641
200;10539;10340;0.006833791732788086
200;10361;10162;0.006718873977661133
200;10191;9992;0.006573200225830078
200;9748;9549;0.006571292877197266
200;10312;10113;0.006812334060668945
200;9986;9787;0.006494283676147461
200;10396;10197;0.0068817138671875
200;10548;10349;0.0068454742431640625
200;10221;10022;0.006631612777709961
200;9454;9255;0.006029844284057617
200;10011;9812;0.0065310001373291016
200;10637;10438;0.008063793182373047
200;10012;9813;0.0065174102783203125
200;10429;10230;0.0069255828857421875
200;9951;9752;0.00643467903137207
200;9652;9453;0.006379842758178711
200;9692;9493;0.006298065185546875
200;10308;10109;0.006579160690307617
200;10739;10540;0.006973981857299805
200;9188;8989;0.006131649017333984
200;10252;10053;0.006636619567871094
200;10612;10413;0.006805896759033203
200;9641;9442;0.006177186965942383
200;11057;10858;0.0071451663970947266
200;10443;10244;0.006700038909912109
200;10052;9853;0.006629228591918945
200;9839;9640;0.007098197937011719
200;10024;9825;0.006651163101196289
200;9771;9572;0.0065135955810546875
200;10506;10307;0.006833553314208984
200;10840;10641;0.0072100162506103516
200;8815;8616;0.005658626556396484
200;9760;9561;0.006281375885009766
200;10970;10771;0.007100582122802734
300;22724;22425;0.015397787094116211
300;22849;22550;0.016247987747192383
300;21462;21163;0.01522064208984375
300;23711;23412;0.01629352569580078
