1000;4.124641418457031e-05;8;4.76837158203125e-05;7
2000;7.43865966796875e-05;10;5.316734313964844e-05;9
3000;6.246566772460938e-05;11;8.749961853027344e-05;10
4000;7.295608520507812e-05;11;5.221366882324219e-05;10
5000;5.602836608886719e-05;12;4.553794860839844e-05;11
6000;5.888938903808594e-05;12;6.985664367675781e-05;11
7000;6.0558319091796875e-05;12;5.245208740234375e-05;11
8000;0.00010919570922851562;12;6.508827209472656e-05;11
9000;6.556510925292969e-05;13;5.6743621826171875e-05;12
10000;0.00011992454528808594;13;9.179115295410156e-05;12
11000;9.775161743164062e-05;13;7.915496826171875e-05;12
12000;0.0001087188720703125;13;8.487701416015625e-05;12
13000;0.00012111663818359375;13;8.96453857421875e-05;12
14000;0.00015091896057128906;13;0.0001163482666015625;12
15000;0.0001087188720703125;13;9.059906005859375e-05;12
16000;0.0001881122589111328;13;0.00015306472778320312;12
17000;0.00011920928955078125;14;0.00012230873107910156;13
18000;0.0001342296600341797;14;9.608268737792969e-05;13
19000;0.00013566017150878906;14;0.0001251697540283203;13
20000;0.00013637542724609375;14;0.0005385875701904297;13
21000;0.00021886825561523438;14;0.00011086463928222656;13
22000;0.00015664100646972656;14;0.0001270771026611328;13
23000;0.00015592575073242188;14;0.00017642974853515625;13
24000;0.00019693374633789062;14;0.00015974044799804688;13
25000;0.00020813941955566406;14;0.00027561187744140625;13
26000;0.00025653839111328125;14;0.0002639293670654297;13
27000;0.00030994415283203125;14;0.0007309913635253906;13
28000;0.0003325939178466797;14;0.00032138824462890625;13
29000;0.00019359588623046875;14;0.00026297569274902344;13
30000;0.0002963542938232422;14;0.0006330013275146484;13
31000;0.0001983642578125;14;0.00025081634521484375;13
32000;0.00026535987854003906;14;0.0002460479736328125;13
33000;0.00023555755615234375;15;0.00027179718017578125;14
34000;0.0002231597900390625;15;0.00020647048950195312;14
35000;0.0002391338348388672;15;0.0002281665802001953;14
36000;0.0002751350402832031;15;0.0002319812774658203;14
37000;0.0003228187561035156;15;0.0003218650817871094;14
38000;0.00030803680419921875;15;0.0004987716674804688;14
39000;0.00061798095703125;15;0.0005269050598144531;14
40000;0.00024390220642089844;15;0.0006086826324462891;14
41000;0.0004284381866455078;15;0.0006730556488037109;14
42000;0.00034928321838378906;15;0.0010726451873779297;14
43000;0.00029206275939941406;15;0.001125335693359375;14
44000;0.0004253387451171875;15;0.0008475780487060547;14
45000;0.0002899169921875;15;0.0004100799560546875;14
46000;0.0007073879241943359;15;0.0013623237609863281;14
47000;0.0006022453308105469;15;0.0011129379272460938;14
48000;0.000415802001953125;15;0.0008342266082763672;14
49000;0.00029921531677246094;15;0.0007758140563964844;14
50000;0.0003170967102050781;15;0.0008094310760498047;14
51000;0.0004696846008300781;15;0.0013146400451660156;14
52000;0.0003376007080078125;15;0.0006496906280517578;14
53000;0.0003466606140136719;15;0.0004916191101074219;14
54000;0.0004322528839111328;15;0.00047516822814941406;14
55000;0.0003731250762939453;15;0.0006010532379150391;14
56000;0.0003724098205566406;15;0.0006451606750488281;14
57000;0.000438690185546875;15;0.0005731582641601562;14
58000;0.0005209445953369141;15;0.0004999637603759766;14
59000;0.00041794776916503906;15;0.000629425048828125;14
60000;0.00041294097900390625;15;0.0006351470947265625;14
61000;0.0006399154663085938;15;0.0006458759307861328;14
62000;0.0004074573516845703;15;0.0006134510040283203;14
63000;0.0004601478576660156;15;0.0010004043579101562;14
64000;0.0006117820739746094;15;0.000682830810546875;14
65000;0.0004286766052246094;15;0.0012531280517578125;14
66000;0.0005571842193603516;16;0.0008139610290527344;15
67000;0.0005552768707275391;16;0.0008547306060791016;15
68000;0.0011026859283447266;16;0.000743865966796875;15
69000;0.0005896091461181641;16;0.0007922649383544922;15
70000;0.0007262229919433594;16;0.0010342597961425781;15
71000;0.0005033016204833984;16;0.0008707046508789062;15
72000;0.0005896091461181641;16;0.0007851123809814453;15
73000;0.0007586479187011719;16;0.0007555484771728516;15
74000;0.0009667873382568359;16;0.0012671947479248047;15
75000;0.0005700588226318359;16;0.0009436607360839844;15
76000;0.0006697177886962891;16;0.0010373592376708984;15
77000;0.0005805492401123047;16;0.0008866786956787109;15
78000;0.0007023811340332031;16;0.0009527206420898438;15
79000;0.0006747245788574219;16;0.001177072525024414;15
80000;0.0007047653198242188;16;0.0009615421295166016;15
81000;0.00070953369140625;16;0.001085519790649414;15
82000;0.0008718967437744141;16;0.0018661022186279297;15
83000;0.0006854534149169922;16;0.001699209213256836;15
84000;0.0007479190826416016;16;0.0011653900146484375;15
85000;0.0009169578552246094;16;0.0015308856964111328;15
86000;0.0007004737854003906;16;0.0014371871948242188;15
87000;0.0007958412170410156;16;0.001443624496459961;15
88000;0.0007762908935546875;16;0.0014584064483642578;15
89000;0.0008676052093505859;16;0.001478433609008789;15
90000;0.0007376670837402344;16;0.0013544559478759766;15
91000;0.0008127689361572266;16;0.0015437602996826172;15
92000;0.0009324550628662109;16;0.0013682842254638672;15
93000;0.0008809566497802734;16;0.0014057159423828125;15
94000;0.0011281967163085938;16;0.001531839370727539;15
95000;0.0009064674377441406;16;0.001500844955444336;15
96000;0.0012331008911132812;16;0.0014951229095458984;15
97000;0.0009801387786865234;16;0.0015590190887451172;15
98000;0.001050710678100586;16;0.0012879371643066406;15
99000;0.0011811256408691406;16;0.0018162727355957031;15
100000;0.001104593276977539;16;0.002149820327758789;15
